source_image,page_index,name,hp,evolves_from,ability_name,ability_text,attacks,set_name,set_code,card_number,artist,weakness,resistance,retreat,notes,rarity,quantity,est_grade,page_sha1,ocr_len,parse_warnings
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_034.png,17,Alakazam,140,Kadabra,Psychic Draw,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Draw 3 cards.",Powerful Hand :: 0 :: Place 2 damage counters on your opponent's Active Pokémon for each card in your hand.,Mega Evolution,MEG,056/132,Bun Toujo,Psychic ×2,,Colorless,"{""unreadable"": [], ""stage"": ""Stage 2"", ""types"": [""Psychic""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025}",,1,,6b09f39875a91516fd0918acf1bd62bdc5b3a9d2,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_036.png,18,Clawitzer,130,Clauncher,Fall Back to Reload,"Once during your turn, when this Pokémon moves from the Active Spot to your Bench, you may use this Ability. Attach up to 2 Basic Water Energy cards from your hand to this Pokémon.",Aqua Launcher :: Water/Water/Water :: 210 :: Discard all Energy from this Pokémon.,Unknown,Unknown,038/132,Anesaki Dynamic,Lightning ×2,,Colorless / Colorless,"{""unreadable"": [], ""stage"": ""Stage 1"", ""types"": [""Water""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025}",,1,,5d4dbfa495024ebb390ca544b4471476f17d4cee,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_038.png,19,Cee Mas i ee <tf i,,,"Suede Sydy ie
= passcedl:
 . Vee eA a
i one th: Banas eae Beery) ¥ a
oe KO
Sena 5 js i |
— pet Seah)
z
eee","SPENT NCL cme eee ae \- [DSS erdced »: Giese eae
eS a as eae: ea oem
Merle emiaalns Sueeaaicas! G PORE oy 2)! Or ky","apni ahaievrun torneo tu Nicties 7a ht Fereeewte pa evens [eam Areas /:) Nate yo
Ceseavesiyut Naess Beoenel|= i AES UA: ee
BnialanturnpeeneNt SSO eee ioe ae PS en |
Ba chs paueo tent cin, CDilimy eis tie ita sa feas ety SNe ay 4
2 Wey
Cy ee Sa d i ey",,,,,,,,Cee Mas i ee <tf i Mei eaiee eek = at ate. \ nee SF a eee a | . eee CU SSE GR GeSnanc o ae = ny PE eae,,1,,f8a293451a3f7013a02f8a85af3bdf87620663f5,103,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_040.png,20,Seedot,40,,,,Nap :: Colorless :: 0 :: Heal 20 damage from this Pokémon. | Seed Bomb :: Grass/Colorless :: 20,XY,XY,273/XY,Kagemaru Himeno,Fire ×2,,Colorless,"{""unreadable"": [], ""stage"": ""Basic"", ""types"": [""Grass""], ""setboxLetters"": ""XY"", ""isPromo"": false, ""printYear"": 2014}",,1,,c034e3715103b6c7d50e9d084cc2d20d94d8a136,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_042.png,21,Meganium,160,Bayleef,Wild Growth,Each Basic Grass Energy attached to all of your Pokémon provides Colorless Colorless Energy. The effect of Wild Growth doesn't stack.,Solar Beam :: Grass/Colorless/Colorless :: 140 :: ...,Unknown,MEG,010/132,Yoriyuki Ikegami,Fire ×2,,Colorless / Colorless,"{""unreadable"": [], ""stage"": ""Stage 2"", ""types"": [""Grass""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025}",,1,,4d2110582498bd0040f4682d0eb1f4cc2cd4f124,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_044.png,22,Howitzer,210,,Fall Back to Reload,"Once during your turn, when this Pokémon moves from the Active Spot to your Bench, you may use this Ability. Attach up to 2 Basic Water Energy cards from your hand to this Pokémon.",Aqua Launcher :: Water/Water :: 210 :: Discard all Energy from this Pokémon.,Fall Back to Reload,FBR,069/189,Unknown,,,,"{""unreadable"": [""setboxLetters"", ""illustrator""], ""stage"": ""Basic"", ""types"": [""Water""], ""isPromo"": false, ""printYear"": 2020}",,1,,757b180120a3c99b5a464bd31142759095dee214,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_046.png,23,: ~ . $ — ib => pss Sis fs,,"Ca rae earn Bd nate ceo a te Salen
EY BASIC Vea Vane
ea ean em |","“During your, opponent's next turn, the Defending Pokémon...
‘OO DarkFeathr = 110","“ During your opponent's next turn, the Defending Pokémon...
OO DarkFeaher =o",Clutch :: 20 | Dark Feather :: 110 | resistance :: 3 | the life energy ofeverylivingthingand :: 1 | O Wi :: 658,peceoatat i | Htcay,088/132 9,658/132,"i illus! akagiiss =,""",weakness €3 x2 | resistance 3 -30) retreat,weakness €3 x2 | resistance 3 -30) retreat,can't retreat. i 3 bh,"can't retreat. i 3 bh | © ©€s — Dark Feather 110: | weakness €3 x2 | resistance 3 -30) retreat Be i ee Whenitslifecomestoanend,tabsorbs | a _ the life energy ofeverylivingthingand 1)",,1,,241d7ffaf5e6efe6cb89ede3f812fb9f8f46fb2c,486,hp_missing
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_048.png,24,Gardevoir,30,Kirlia,,,"Absorb :: Grass/Water :: 30 :: Heal 30 damage from this Pokémon. | Pumped-Up Whip :: Grass/Grass/Colorless :: 120+ :: If this Pokémon has at least 2 extra Energy attached, this attack does 140 more damage.",Darkness Ablaze,DAA,046/189,5ban Graphics,,,Colorless / Colorless,"{""unreadable"": [], ""stage"": ""Stage 2"", ""types"": [""Psychic"", ""Fairy""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2020}",,1,,c586eb0d5885aa2936acc8931feb0ab9aaec427e,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_050.png,25,"[RUS seb Se Cee gk: s i /, ig",,|| | tae,"ae 2 =\\| ar
See ee e | a)","Ge el

ee Si aa om
Hi Opt ge
— 2 Mere Aw se
oo ee. Y/ deal a SN","Se ee "" pa",|,,|,,,aa,—————__—_——-,"Rvipauere een uaneortetat ton Sou i ie Yb Y [RUS seb Se Cee gk: s i /, ig iegtetbane TT",,1,,c83e4a2ac8b685921dd36f03a9f7f2dc465da499,88,"hp_missing,artist_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_052.png,26,Scorbunny,70,,,,"Wild Kick :: Colorless :: 30 :: Flip a coin. If tails, this attack does nothing.",,MEG,026/132,svlh,Fighting ×2,,Colorless,"{""unreadable"": [], ""stage"": ""Basic"", ""types"": [""Fire""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025}",,1,,3157e5e43e7d636738e2ecabe7bd24872d78feb0,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_054.png,27,p< Steelix 7200 ©,2200,O0i,"1 aK) Ge) Welcoming Tail _ 40+
Ifyou have exactly 6 Prize cards remaining, this attack does
200 more damage.

‘abe Skull Bash 140","jes Welcoming Tail A0+
Ifyou have exactly 6 Prize cards remaining, this attack does
| 200 more damage.

eee Skull Bash 140",etal :: 7 | Welcoming Tail :: 40 | eat If you have exactly :: 6 | WA Skull Bash :: 140 | eee atin te nalseg vallowing soil :: 34,Hacc),GEEB,093/132,"Anesaki Dynamic lust houghtits bodytanstormedasaesultofizon E
re",Weakness @x2 | resistance '@!,,,1 @ @ WA Skull Bash 140 | 4 Be eteness @ x2 | revseance OOO et st OS [9 illus. Anesaki Dynamic lust houghtits bodytanstormedasaesultofizon E,,1,,3d4edd48aa53ad97e17606acd4bac70a5d31f455,562,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_056.png,28,rte ee ed Fas,,,"— tie
ue cur Une eee aise | al Me
Lae oe eis! ES : eo
tata lca Oa iican eta ay Eee ae
oe has . ae,","LENE CAN Nithaaeesee arpa oi eal hart wea fe: x 6
Roy encOniyceet its Sh ier fe

eS | Me mt
Ry auaictea ee ca ecestiati ea i Mees 8",ae :: 3,,,7/4,,,,,a oe oe | ae aE ee oe Bet cae ae oe aaa : eas ie a8 oe ae,,1,,54d5aef60b7ed262834561085a71de0c29996194,103,"hp_missing,artist_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_058.png,29,Hariyama,150,Makuhita,Heave-Ho Catcher,"Once during your turn, when you play this Pokémon from your hand to evolve 1 of your Pokémon, you may use this Ability. Switch in 1 of your opponent's Benched Pokémon to the Active Spot.",Wild Press :: Fighting/Fighting/Fighting/Colorless :: 210 :: This Pokémon also does 70 damage to itself.,Mega Evolution,MEG,073/132,GOSSAN,Psychic ×2,,Colorless / Colorless / Colorless,"{""unreadable"": [], ""stage"": ""Stage 1"", ""types"": [""Fighting""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025}",,1,,950796c94e2a51de4ea4585aadf5bd28c388d55a,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_060.png,30,Clauncher,80,,,,Wave Splash :: 50,,MEG,037/132,Tomokazu Komiya,Lightning ×2,,Colorless / Colorless,"{""unreadable"": [], ""stage"": ""Basic"", ""types"": [""Water""], ""setboxLetters"": ""I"", ""isPromo"": false, ""printYear"": 2025}",,1,,6052d5496cb7dec2875c8d10a3e9188207afe5ad,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_062.png,31,(BASIC Poe,,,"© “Clutch 20
During your, opponent's next turn, the’ Defending Pokémon
Can‘t retreat. ; : eee ee
©O©@ DarkFeathr = —'110","© “Clutch 20
During your, opponent's next turn, the’ Defending Pokémon
can't retreat. 3 : Bee aige

O©O©O@ DarkFeathr  —=—s110..
veakness @ x2: | ‘resistance ©} =3() > retreat = = EEX",Clutch :: 20 | Dark Feather :: 110,3,SIGN,OG cso vy,,weakness (9x2 | resistance ©} -30) OF werent,weakness (9x2 | resistance ©} -30) OF werent,can’t retreat.,"_———_———— er When its life comes to.anend, itabsorbs Mes elect the life energy of every living thing and 00D com + turns intoacocoon once more. 192025 Pokémon / Nintendo / Creatures GAME FREAK a",,1,,da1d14cab25c39579bcba52340a3f55e948f8578,464,"hp_missing,artist_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_064.png,32,Raikou,120,,,,"Electro Fall :: Lightning/Lightning :: 30+ :: If you have at least 4 Lightning Energy in play, this attack does 90 more damage.",Mega,MEG,048/132,Takumi Wada,Fighting ×2,,Colorless,"{""unreadable"": [], ""stage"": ""Basic"", ""types"": [""Lightning""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025}",,1,,2d0ed81c7d52d2f39744dde06cf1eff7a72121fd,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_066.png,33,: f a cera is dean Be He,,Y Basic aes,"©: 52 = Teleportation Attack =, 10°.
p Switch this Pokémon with: Isof your Benched'Pokemonie
Psu BUSS OR o ra SUR eae ie an aems
ee
Rea epee Oe ema ue nua
Seine See ee ee cee eee eRe ees","Cl
© __{eleportation Attack 10
I yiich this Poren wih oiyour Beene olenon
Bee Rene ene ee your Benched Pokemon,
Beis Me open ea te ne RRS, OR ae
Ll
ee ee
Couns en vinnciu SSebeuiea ste sea po es",bea :: 4 | Sy BIT st0it :: 8 | mon Hi :: 211 | Wi :: 43,,(054413246,| BING uYosa7732)6),Be gu een eye,,,,"“ Sy BIT st0it 8 cc NO, 0063 .Psi Fokémon Hi 211— Wi 43.105... gl pO OS oe ) OG aym0 : : pal Sioa '©2025 Pokémon / Nintendo / Creatures |GAME FREAK “Ra eaY",,1,,f62ac8f4ffc295c4fb1fb0ed131a0c93f2caa985,274,hp_missing
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_068.png,34,"Se Ole Beet Pietisk,",,,"Sree srinitiemn tet © Daa leN Le Ste Met td su) See Te csc:
pee eo || // y","Hi

heh earthy f )

OS mae Bee ecn|| ax DB
ee Sea Se |// oy MY f NS","SI Ouest gdasan yee ai | i)

ae Vee e aval as i
EONS POS MRE Seis Oe pa coniies Rf SN
pel scree cae ie eer eT fi SB ED V

Bile VAP ne pean Nag PONT Nae ona es m 6s 1. Vay",,,,,,,,"Se Ole Beet Pietisk,",,1,,c94ff76a15239798fcc9d8b97dc2c7f051383a78,21,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_070.png,35,Bewear,130,Stufful,,,"Knuckle Punch :: Colorless/Colorless :: 50 | Hyper Lariat :: Colorless/Colorless/Colorless :: 100+ :: Flip 2 coins. If both of them are heads, this attack does 100 more damage.",Unknown,MEG,112/132,HYOGONOSUKE,Fighting ×2,,Colorless / Colorless / Colorless,"{""unreadable"": [], ""stage"": ""Stage 1"", ""types"": [""Colorless""], ""setboxLetters"": ""MEG"", ""isPromo"": false, ""printYear"": 2025}",,1,,802c3bf0414ba75b155596e2b232ea514b7e93b0,0,
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_ztr35c17/FirstScan/FirstScan_page_072.png,36,i) g8 is} pe eo \,,,"pee tre | Seba) DA oe NV Sa
c £o Sr cael] fare An I pea

o ao. o. At? Ogee 3.) are ee, Goda

wo o3 ee a o- \aeem (xn? ee

pais 20 Saree aN SR

oa x5 Se ON sale

3 Ppeerctne AEs kA B.","WS eee ao Av aes “Sor
; @ is eemae Ge NSE pit
! GI Qu = Bee. imma taken he

Es o oo f Ocoee by... *
\ Eetien gee oe Fd fae
3 N a) t | Peper Te Le Mane
|",oe os :: 38 | Ss :: 2,WA,IM,WN,WANT,|\j|,,rset,""" 3 £@ At,’ 4 pyar pees a 3 i: Beg, BS pe i= £0. i Sms ( BAW. Paces oa ws ee UE pee, Bs p i eee P Y i ae",,1,,764516f3ef1be67ab54995e0acff54d946db276b,330,hp_missing
