2025-10-05 21:03:50,245 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-05 23:14:26,170 | INFO | pokedata.pipeline | Front-only mode: filtered 74 → 37 images
2025-10-05 23:14:26,171 | INFO | pokedata.pipeline | Processing 37 image(s) derived from /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_p2wx_ibm/FirstScan.pdf (dpi=300, limit=0)
2025-10-05 23:14:31,879 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_002.png
2025-10-05 23:14:32,196 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_002.png
2025-10-05 23:14:39,884 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_004.png
2025-10-05 23:14:41,410 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_004.png
2025-10-05 23:14:47,725 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_006.png
2025-10-05 23:14:47,958 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_006.png
2025-10-05 23:14:54,098 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_008.png
2025-10-05 23:14:55,150 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_008.png
2025-10-05 23:15:00,285 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_010.png
2025-10-05 23:15:01,158 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_010.png
2025-10-05 23:15:07,211 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_012.png
2025-10-05 23:15:07,381 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_012.png
2025-10-05 23:15:15,321 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_014.png
2025-10-05 23:15:15,888 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_014.png
2025-10-05 23:15:21,359 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_016.png
2025-10-05 23:15:21,903 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_016.png
2025-10-05 23:15:26,298 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_018.png
2025-10-05 23:15:26,539 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_018.png
2025-10-05 23:15:33,033 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_020.png
2025-10-05 23:15:33,313 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_020.png
2025-10-05 23:15:38,766 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_022.png
2025-10-05 23:15:38,987 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_022.png
2025-10-05 23:15:44,809 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_024.png
2025-10-05 23:15:46,019 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_024.png
2025-10-05 23:15:49,475 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0000.json
2025-10-05 23:15:49,477 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_026.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:15:50,233 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0001.json
2025-10-05 23:15:50,233 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_026.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:15:54,854 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0002.json
2025-10-05 23:15:54,854 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_028.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:15:56,416 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0003.json
2025-10-05 23:15:56,417 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_028.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:16:01,465 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_030.png
2025-10-05 23:16:03,142 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_030.png
2025-10-05 23:16:06,607 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_032.png
2025-10-05 23:16:08,411 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_032.png
2025-10-05 23:16:12,468 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_034.png
2025-10-05 23:16:14,680 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_034.png
2025-10-05 23:16:18,913 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_036.png
2025-10-05 23:16:21,122 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_036.png
2025-10-05 23:16:24,067 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_038.png
2025-10-05 23:16:27,653 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_038.png
2025-10-05 23:16:28,635 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_040.png
2025-10-05 23:16:31,868 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_040.png
2025-10-05 23:16:35,195 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_042.png
2025-10-05 23:16:38,430 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_042.png
2025-10-05 23:16:40,411 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_044.png
2025-10-05 23:16:43,690 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_044.png
2025-10-05 23:16:46,458 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_046.png
2025-10-05 23:16:49,704 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_046.png
2025-10-05 23:16:51,695 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_048.png
2025-10-05 23:16:56,408 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_048.png
2025-10-05 23:16:57,523 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0004.json
2025-10-05 23:16:57,523 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_050.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:16:59,954 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0005.json
2025-10-05 23:16:59,954 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_050.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:17:04,822 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_052.png
2025-10-05 23:17:06,231 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_052.png
2025-10-05 23:17:11,647 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_054.png
2025-10-05 23:17:15,281 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_054.png
2025-10-05 23:17:16,124 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0006.json
2025-10-05 23:17:16,125 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_056.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:17:19,397 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0007.json
2025-10-05 23:17:19,397 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_056.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:17:23,310 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_058.png
2025-10-05 23:17:27,010 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_058.png
2025-10-05 23:17:28,683 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_060.png
2025-10-05 23:17:31,852 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_060.png
2025-10-05 23:17:34,399 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_062.png
2025-10-05 23:17:37,739 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_062.png
2025-10-05 23:17:39,707 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_064.png
2025-10-05 23:17:42,652 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_064.png
2025-10-05 23:17:45,241 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_066.png
2025-10-05 23:17:47,311 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_066.png
2025-10-05 23:17:49,548 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0008.json
2025-10-05 23:17:49,548 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_068.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:17:51,495 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0009.json
2025-10-05 23:17:51,496 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_068.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:17:56,091 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_070.png
2025-10-05 23:17:59,262 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_070.png
2025-10-05 23:18:00,797 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0010.json
2025-10-05 23:18:00,797 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_072.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:18:04,081 | WARNING | pokedata.remote_ocr | Schema validation failed, payload saved to logs/remote_debug/payload_0011.json
2025-10-05 23:18:04,081 | WARNING | pokedata.pipeline | Remote OCR failed for FirstScan_page_072.png: Remote OCR JSON failed validation: ['name']: '' should be non-empty
2025-10-05 23:18:08,380 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_074.png
2025-10-05 23:18:08,386 | INFO | pokedata.pipeline | Wrote CSV /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_t89veh_x/FirstScan_cards.csv with 37 row(s)
2025-10-05 23:18:08,498 | INFO | pokedata.review | Stored run 20251006-031808_firstscan-pdf with 37 pages
2025-10-05 23:18:08,547 | INFO | pokedata.web | Web processing complete: FirstScan.pdf -> FirstScan_cards.csv (37 rows)
2025-10-05 23:18:11,042 | INFO | pokedata.pipeline | Remote OCR succeeded for FirstScan_page_074.png
2025-10-05 23:18:11,046 | INFO | pokedata.pipeline | Wrote CSV /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_p2wx_ibm/FirstScan_cards.csv with 37 row(s)
2025-10-05 23:18:11,143 | INFO | pokedata.review | Stored run 20251006-031811_firstscan-pdf with 37 pages
2025-10-05 23:18:11,178 | INFO | pokedata.web | Web processing complete: FirstScan.pdf -> FirstScan_cards.csv (37 rows)
2025-10-05 23:33:53,916 | INFO | pokedata.web | Web upload received: filename=FirstScan.pdf, content_length=6474433, dpi=300, limit=0
2025-10-05 23:33:58,226 | INFO | pokedata.pipeline | Converted /var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata__3tp6zdq/FirstScan.pdf into 74 image(s) at 300dpi
