source_image,page_index,name,hp,evolves_from,ability_name,ability_text,attacks,set_name,set_code,card_number,artist,weakness,resistance,retreat,notes,page_sha1,ocr_len,parse_warnings
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_016.png,16,colt D _— nS. a,,,,,,,,,,,,,"a-n Al Vax ae a Z > aaa a SS, a f, me $ aN S Ee",24e654d0311f862461d0c677c654298136e72975,146,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_017.png,17,,,,,,,,,,,,,,,3d25251762d8a07219c09d5bed34ad27a8ce782f,0,"hp_missing,name_guess_failed,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_018.png,18,Sule eee,,,,,,,,,,,,,Sule eee | eee a (eet ee) : f : ate eee Simran = = Bi files cents ea Rute te tore ae ag -,dd5c036c6e7de9cbd9ae55fd4ec609c5d888feb6,91,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_019.png,19,,,,,,,,,,,,,,,04cff216d4436f12ea03f335e3d660cc249e71db,0,"hp_missing,name_guess_failed,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_020.png,20,7 Su ; TRAINER},,,,,Supporter card during :: 4,,,,,,,,e fhideki] é You may play onl Spare immer sera \ a rif epee (eee | Supporter card during 4 SOS camo ee ey. == eee ees Soe ee ee ©2025 Pokémon / Nintendo / Creatures / GAME FREAK ST S,a0f93c67d70a717427c1c83baed43bae4fed920a,301,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_021.png,21,=) femwma Co:,,,,,iL :: 2,,,,,,,,=) femwma Co: ! \ \ ‘i 7 ‘ iL 2,12ec51e5753fefe2e990c8c1e814fbafea7e382f,32,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_022.png,22,(68 Ze Le: Sel,,,,,,,,,,,,,"A eee Oe) | | Before doing damage, discard all Pokémon Tools from your | opponent's Aen rokencs eee | Be be PU ie ag tre eee eee ne ears eee ee Pe UUM) tome",9858a396e3037f49bfda3421ddaf64723999a03d,286,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_023.png,23,wl nn Da.,,,,,,,,,,,,,wl nn Da. SUIS ae,b3dcbd51357d0b4e5088840000948eefbd6f3c96,18,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_024.png,24,pe Magneton 90 7,,,,,pe Magneton :: 90,,,,,,,,Moc pa ec Or ir = | = ACREXS Mesh iV || | ——- iene =| pe | sc essspatinmmenennn NO. 0082. Magnet Pokemon HT.3)3° 0 WT13.2.3 IDS eco — si See (©2025 Pokemon / Nintendo / Creatures/GAMEFREAK - Eee,5a154e7f04587e516022f24df3337aabf69a27c3,281,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_025.png,25,Samy ee,,,,,,,,,,,,,Samy ee,40cb21a96484736e01d8dca654826dd14783f707,8,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_026.png,26,Memes Gamma vcr sc os oe,,,,,Spat eeasel nega oes :: 4,,,,,,,,IDR i ara yeaa Oe SERN Ged Bed ye NOt au gel eler tein eas ages BS Memes Gamma vcr sc os oe Spat eeasel nega oes 4 See! Ba We,d8e0267f95389ebfb07029d38a1349748ab15a03,128,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_027.png,27,ai =F ee . ( OE,,,,,,,,,,,,,ai =F ee . ( OE,b33cbaed475a9a90e3ce297ade6845d23b9f9e0c,16,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_028.png,28,Ras y =,,,,,,,,,,,,,Ras y =,04ef1a61aee337742ce211e6ca560b957d643033,8,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_029.png,29,LF,,,,,,,,,,,,,LF,a983e05716f3828a14a65ac593c75d5904aa7d5d,3,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_030.png,30,", 3@ 8250 22 SS &",,,,,o 2 :: 2 | Ad IES SS :: 4,,,,,,,,i 2. O>S @ iS ay te Kae E Fi OL ZF a a y . e539 eS See fo RARE i. o) aoe } So oe (fo) 343 eC eet ?,70ade22e7b89ab4d6a37b5fa02f06176d61d4838,484,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_031.png,31,,,,,,,,,,,,,,,5d349cdbd91e4f2f66fef5d93b1045d24d86fd82,0,"hp_missing,name_guess_failed,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_032.png,32,alts ™ PT,,,,,,,,,,,,,"alts ™ PT 2S Sere | . p< De. eS pee |, | __ i. “a masvace a a EE",79d14b597a346e90775dfdd9e34fb917981306cc,65,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_033.png,33,I )\ SX Dye O76,,,,,,,,,,,,,I )\ SX Dye O76,4a4eff1aa6a43742ad27bacf5cd87a805d464f1d,16,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_034.png,34,"STAGE, x ea “ FOV AW ee",,Kadabra wosaeensnes f ae,,,,,,,,,,,GL } YP pe ee il | (CApniey ) Mic vaW oe ar a on Ya pat Eka ) UC ann: = ponibisto create thespoe bea eam {©2025 Pokemon / Nintendo / Creatures / GAME FREAK Sey,6b09f39875a91516fd0918acf1bd62bdc5b3a9d2,230,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_035.png,35,“Vy y— =C.)},,,,,,,,,,,,,“Vy y— =C.)},13eb3fa8d71f280a7027337b868cf121af43ba88,13,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_036.png,36,"STAGE], ° , =",,,,,Attach up to :: 2 | O66 Aqua Launcher :: 210 | aad dang Sais speed of :: 60,,GED,026/132,,is weakness\4 x2 | resistance F a retreat 2k) Ok) 4 <4,is weakness\4 x2 | resistance F a retreat 2k) Ok) 4 <4,is weakness\4 x2 | resistance F a retreat 2k) Ok) 4 <4,"O66 Aqua Launcher 210 § Discard all Energy from this Pokémon. is weakness\4 x2 | resistance F a retreat 2k) Ok) 4 <4 ae | eS “Glawitzercanmovethrough thewaterata (a: aad dang Sais speed of 60 knots by using gas inside its body, Bhs",5d4dbfa495024ebb390ca544b4471476f17d4cee,573,"hp_missing,artist_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_037.png,37,,,,,,,,,,,,,,,1310258b43397d49561b0c572fbd905a45398a43,0,"hp_missing,name_guess_failed,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_038.png,38,Cee Mas i ee <tf i,,,,,,,,,,,,,Cee Mas i ee <tf i Mei eaiee eek = at ate. \ nee SF a eee a | . eee CU SSE GR GeSnanc o ae = ny PE eae,f8a293451a3f7013a02f8a85af3bdf87620663f5,103,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_039.png,39,Kon DAG.,,,,,,,,,,,,,Kon DAG.,9dcde2699eba214ec5fc3f4a0ee7d0433ac80562,9,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_040.png,40,2°: WwW,,,,,,,,,,,,,2°: WwW,c034e3715103b6c7d50e9d084cc2d20d94d8a136,8,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_041.png,41,"4 | , © . — i",,,,,,,,,,,,,"4 | , © . — i",4f0bdd436a90c7aebe66057ccbe39838b9bee30b,14,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_042.png,42,Ty d Ue be,,,,,vad S :: 4 | Bas Pe NG wear eee :: 7,,,,,,,,"Bas Pe NG wear eee 7 SU Rw WT Br aes oa eee aU Nia Suen peat Vee ) Energy. The effect of Wild Growl ‘doesn't stack, | | (@@x*»* SolarBeaam = 140 | ee ee - iMculoroyrsziwy = thesoothingatmosphereotatoree)",4d2110582498bd0040f4682d0eb1f4cc2cd4f124,382,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_043.png,43,a | f & Ss,,,,,Ss :: 7,,,,,,,,"a | f & Ss 7, ’ ke -",2e85d544ddaf4b13c61408f9213c5380e960e479,21,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_044.png,44,eS 8; . : = a 7a,,,,,eS :: 8,,,,,,,,eS 8; . : = a 7a | Rien Reet e RT| co | Gee,757b180120a3c99b5a464bd31142759095dee214,44,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_045.png,45,idl A P * \ Oe,,,,,HOD ws :: 7,,,,,,,,idl A P * \ Oe HOD ws 7 \ DAE,69b3ac32051e9d367f43d9c245e577aa99c271d8,30,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_046.png,46,: ~ . $ — ib => pss Sis fs,,,,,Clutch :: 20 | Dark Feather :: 110 | resistance :: 3 | the life energy ofeverylivingthingand :: 1 | O Wi :: 658,,,658/132,,weakness €3 x2 | resistance 3 -30) retreat,weakness €3 x2 | resistance 3 -30) retreat,can't retreat. i 3 bh,"can't retreat. i 3 bh | © ©€s — Dark Feather 110: | weakness €3 x2 | resistance 3 -30) retreat Be i ee Whenitslifecomestoanend,tabsorbs | a _ the life energy ofeverylivingthingand 1)",241d7ffaf5e6efe6cb89ede3f812fb9f8f46fb2c,486,"hp_missing,artist_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_047.png,47,sae J =,,,,,,,,,,,,,sae J =,1d102d7663406aaf6402d67ff4d17acc13efbaa9,8,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_048.png,48,"———— ="" | “al",,,,,bea :: 53 | me :: 2 | a ae Gael :: 5,,,,,,,,"———— ="" | “al ee Ge ae _ oy bea 53, mo See S | me 2 ENR G Hy a ae Gael 5 i |e fi",c586eb0d5885aa2936acc8931feb0ab9aaec427e,81,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_049.png,49,"40) i fl Y Nee (Ew y,",,,,,,,,,,,,,"40) i fl Y Nee (Ew y, eh On 7s",856b654a876f5325d0eb12634181ae18c57c8e6f,31,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_050.png,50,"[RUS seb Se Cee gk: s i /, ig",,,,,,,,,,,,,"Rvipauere een uaneortetat ton Sou i ie Yb Y [RUS seb Se Cee gk: s i /, ig iegtetbane TT",c83e4a2ac8b685921dd36f03a9f7f2dc465da499,88,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_051.png,51,FZ a Ge,,,,,,,,,,,,,FZ a Ge,4af720651a204a8f631d2b39a8591272e11b7705,8,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_052.png,52,a po PENI RY,,,,,,,,,,,,,"ay. A . Pt “A ke , “ yn Naas ES rN ener ene NO..0813, Rabbit Pokémon. HT... WT.9.9. Ibs. = UGiaxmo ee Fe mere {©2025 Pokémon / Nintendo / Creatures / GAME FREAK aaa",3157e5e43e7d636738e2ecabe7bd24872d78feb0,196,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_053.png,53,,,,,,,,,,,,,,,3e94c274cd944fb990f3906f2464ddc67952731f,0,"hp_missing,name_guess_failed,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_054.png,54,p< Steelix 7200 ©,,O0i,,,etal :: 7 | Welcoming Tail :: 40 | eat If you have exactly :: 6 | WA Skull Bash :: 140 | eee atin te nalseg vallowing soil :: 34,,GEEB,093/132,"Anesaki Dynamic lust houghtits bodytanstormedasaesultofizon E
re",,,,1 @ @ WA Skull Bash 140 | 4 Be eteness @ x2 | revseance OOO et st OS [9 illus. Anesaki Dynamic lust houghtits bodytanstormedasaesultofizon E,3d4edd48aa53ad97e17606acd4bac70a5d31f455,562,hp_missing
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_055.png,55,lacizaed,,,,,,,,,,,,,lacizaed,337f50931b234d08f30022c5a955d66a6c017598,9,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_056.png,56,rte ee ed Fas,,,,,ae :: 3,,,7/4,,,,,a oe oe | ae aE ee oe Bet cae ae oe aaa : eas ie a8 oe ae,54d5aef60b7ed262834561085a71de0c29996194,103,"hp_missing,artist_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_057.png,57,"ann , Y] JJ",,,,,fh :: 4,,,,,,,,"ann , Y] JJ \ fh 4 F / ie: H S. a ‘ i a ‘",6427aafc73a072f7b5e709357ae50d995398997d,42,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_058.png,58,seHariyama ww 150.,,,,,seHariyama ww :: 150 | Be :: 4 | Wild Press :: 210 | mon also does :: 70,,,,,,,,"i a Ability. Switch in | of your opponent's Benched Pokémon {@ ""| to the Active Spot. Bs |@@@ Wild Press 210 | : This Pokémon also does 70 damage to itself. Fy [wanes @ xD | knee",950796c94e2a51de4ea4585aadf5bd28c388d55a,381,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_059.png,59,,,,,,,,,,,,,,,d17e8c548321781d554012c509d61cc843fc83dc,0,"hp_missing,name_guess_failed,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_060.png,60,SS RWisras PQ Lz M.D.,,,,,WaveSplah :: 50,,,,,,,,of J uae By LE = i = 7 © e 66  WaveSplah 50 SS ———— eee a Ono A Ln oe is | Ul@ammo : Pi,6052d5496cb7dec2875c8d10a3e9188207afe5ad,144,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_061.png,61,5 Cae. es),,,,,,,,,,,,,5 Cae. es) oie,3cb86e2b70695daf11e2866ace8cd5987554931c,15,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_062.png,62,(BASIC Poe,,,,,Clutch :: 20 | Dark Feather :: 110,,,,,weakness (9x2 | resistance ©} -30) OF werent,weakness (9x2 | resistance ©} -30) OF werent,can’t retreat.,"_———_———— er When its life comes to.anend, itabsorbs Mes elect the life energy of every living thing and 00D com + turns intoacocoon once more. 192025 Pokémon / Nintendo / Creatures GAME FREAK a",da1d14cab25c39579bcba52340a3f55e948f8578,464,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_063.png,63,| wit,,,,,,,,,,,,,| wit \ :,3dac5c88c5c231d0b76fbc48031bf622e119b24c,10,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_064.png,64,"Wy. BASIC, . ""pease i 2",,,,,pease i :: 2 | Raikou w :: 120 | IDSs :: 7 | DA Electro Fall :: 30 | If you have at least :: 4,,,,,weakness @)xQ | resistance PA retreat (3k),weakness @)xQ | resistance PA retreat (3k),weakness @)xQ | resistance PA retreat (3k),"ee weakness @)xQ | resistance PA retreat (3k) ——— eee =e) lus. Takumi Woda This rough Pokémon stores energy inside its body, ce Dec) 048 7500s then sweeps across the land, shooting off electricity. os",2d0ed81c7d52d2f39744dde06cf1eff7a72121fd,451,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_065.png,65,ON fi 4 isa \ SXY,,,,,ON fi :: 4,,,,,,,,ON fi 4 isa \ SXY,b52698384472e36e0c296c578782947db774d963,18,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_066.png,66,: f a cera is dean Be He,,,,,bea :: 4 | Sy BIT st0it :: 8 | mon Hi :: 211 | Wi :: 43,,,,,,,,"“ Sy BIT st0it 8 cc NO, 0063 .Psi Fokémon Hi 211— Wi 43.105... gl pO OS oe ) OG aym0 : : pal Sioa '©2025 Pokémon / Nintendo / Creatures |GAME FREAK “Ra eaY",f62ac8f4ffc295c4fb1fb0ed131a0c93f2caa985,274,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_067.png,67,a | a ° is,,,,,,,,,,,,,a | a ° is Mey) )*2,6da6925f8d2d2de4ce9c5653aa037e9d44f98a5b,20,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_068.png,68,"Se Ole Beet Pietisk,",,,,,,,,,,,,,"Se Ole Beet Pietisk,",c94ff76a15239798fcc9d8b97dc2c7f051383a78,21,"hp_missing,artist_missing,card_number_missing"
/var/folders/h4/nm6scp6n4v7gjrxwpc07ntgm0000gn/T/pokedata_bete3vd9/FirstScan/FirstScan_page_069.png,69,"X A |p | f ,) ‘ a; WAY",,,,,,,,,,,,,"X A |p | f ,) ‘ a; WAY",043a8610b3e2be1c90dc80d7942455a60de76dd2,23,"hp_missing,artist_missing,card_number_missing"
